22.04.2026;06:40:48;0,6;1,6;3,4;-7;46;1010;0;0;4093;3242;30
22.04.2026;06:40:49;0,6;1,6;3,5;-7;46;1010;0;0;3834;3841;30
22.04.2026;06:40:51;0,6;1,6;3,4;-7;46;1010;0;0;3829;3839;30
22.04.2026;06:40:52;0,6;1,6;3,4;-7;46;1010;0;0;3829;3838;30
22.04.2026;06:40:53;0,6;1,6;3,4;-7;46;1010;0;0;3828;3836;30
22.04.2026;06:40:54;0,6;1,6;3,4;-7;46;1010;0;0;3829;3838;30
22.04.2026;06:40:55;0,6;1,6;3,4;-7;46;1010;0;0;3831;3838;30
22.04.2026;06:40:56;0,6;1,6;3,4;-7;46;1010;0;0;3829;3839;30
22.04.2026;06:40:57;0,6;1,6;3,4;-7;46;1010;0;0;3828;3836;30
22.04.2026;06:40:58;0,6;1,6;3,4;-7;46;1010;0;0;3825;3834;30
22.04.2026;06:40:59;0,6;1,6;3,4;-7;45;1010;0;0;3829;3839;30
22.04.2026;06:41:01;0,6;1,6;3,4;-7;46;1010;0;0;3834;3841;30
22.04.2026;06:41:02;0,6;1,6;3,4;-7;46;1010;0;0;3858;3868;30
22.04.2026;06:41:03;0,6;1,6;3,4;-7;46;1010;0;0;3861;3871;30
22.04.2026;06:41:04;0,6;1,6;3,4;-7;46;1010;0;0;3860;3868;30
22.04.2026;06:41:05;0,6;1,6;3,4;-7;46;1010;0;0;3857;3865;30
22.04.2026;06:41:06;0,6;1,6;3,4;-7;46;1010;0;0;3860;3867;30
22.04.2026;06:41:07;0,6;1,6;3,4;-7;46;1010;0;0;3859;3867;30
22.04.2026;06:41:08;0,6;1,6;3,4;-7;46;1010;0;0;3864;3871;30
22.04.2026;06:41:10;0,6;1,6;3,4;-7;46;1010;0;0;3863;3873;30
22.04.2026;06:41:11;0,6;1,6;3,4;-7;46;1010;0;0;3860;3870;30
22.04.2026;06:41:12;0,6;1,6;3,4;-7;46;1010;0;0;3860;3869;30
22.04.2026;06:41:13;0,6;1,6;3,4;-7;46;1010;0;0;3864;3872;30
22.04.2026;06:41:14;0,6;1,6;3,4;-7;46;1010;0;0;3865;3873;30
22.04.2026;06:41:15;0,6;1,7;3,4;-7;46;1010;0;0;3882;3876;30
22.04.2026;06:41:16;0,6;1,7;3,4;-7;46;1010;0;0;3882;3877;30
22.04.2026;06:41:17;0,6;1,7;3,4;-7;46;1010;0;0;3864;3875;30
22.04.2026;06:41:18;0,6;1,7;3,4;-7;45;1010;0;0;3864;3875;30
22.04.2026;06:41:19;0,6;1,7;3,4;-7;45;1010;0;0;3864;3873;30
22.04.2026;06:41:20;0,6;1,7;3,4;-7;46;1010;0;0;3864;3874;30
22.04.2026;06:41:21;0,6;1,7;3,4;-7;46;1010;0;0;3860;3870;30
22.04.2026;06:41:22;0,6;1,7;3,4;-7;46;1010;0;0;3859;3868;30
22.04.2026;06:41:23;0,6;1,7;3,4;-7;46;1010;0;0;3860;3868;30
22.04.2026;06:41:25;0,6;1,7;3,4;-7;45;1010;0;0;3858;3867;30
22.04.2026;06:41:26;0,6;1,7;3,4;-7;46;1010;0;0;3862;3870;30
22.04.2026;06:41:27;0,6;1,7;3,4;-7;46;1010;0;0;3864;3874;30
22.04.2026;06:41:28;0,6;1,8;3,4;-7;46;1010;0;0;3859;3869;30
22.04.2026;06:41:29;0,6;1,8;3,4;-7;46;1010;0;0;3859;3868;30
22.04.2026;06:41:30;0,6;1,8;3,4;-7;46;1010;0;0;3855;3863;30
22.04.2026;06:41:31;0,6;1,8;3,4;-7;46;1010;0;0;3853;3862;30
22.04.2026;06:41:32;0,6;1,8;3,4;-7;46;1010;0;0;3855;3864;30
22.04.2026;06:41:33;0,6;1,8;3,4;-7;46;1010;0;0;3854;3863;30
22.04.2026;06:41:34;0,6;1,8;3,4;-7;46;1010;0;0;3851;3862;30
22.04.2026;06:41:35;0,6;1,8;3,4;-7;46;1010;0;0;3860;3871;30
22.04.2026;06:41:36;0,6;1,9;3,4;-7;46;1010;0;0;3862;3871;30
22.04.2026;06:41:37;0,6;1,9;3,4;-7;46;1010;0;0;3864;3872;30
22.04.2026;06:41:39;0,6;1,9;3,4;-7;46;1010;0;0;3864;3872;30
22.04.2026;06:41:40;0,6;1,9;3,4;-7;46;1010;0;0;3880;3875;30
22.04.2026;06:41:41;0,6;1,9;3,4;-7;46;1010;0;0;3879;3874;30
22.04.2026;06:41:42;0,6;2;3,4;-7;46;1010;0;0;3861;3872;30
22.04.2026;06:41:43;0,6;2;3,4;-7;46;1010;0;0;3863;3871;30
22.04.2026;06:41:44;0,6;2;3,4;-7;46;1010;0;0;3883;3874;30
22.04.2026;06:41:45;0,6;2;3,4;-7;46;1010;0;0;3882;3875;30
22.04.2026;06:41:46;0,6;2;3,4;-7;46;1010;0;0;3883;3893;30
22.04.2026;06:41:47;0,6;2,1;3,4;-7;45;1010;0;0;3884;3877;30
22.04.2026;06:41:48;0,6;2,1;3,4;-7;46;1010;0;0;3883;3875;30
22.04.2026;06:41:49;0,6;2,1;3,4;-7;46;1010;0;0;3884;3876;30
22.04.2026;06:41:50;0,6;2,1;3,4;-7;46;1010;0;0;3881;3874;30
22.04.2026;06:41:51;0,6;2,1;3,4;-7;46;1010;0;0;3858;3867;30
22.04.2026;06:41:52;0,6;2,2;3,4;-7;46;1010;0;0;3853;3861;30
22.04.2026;06:41:54;0,6;2,2;3,4;-7;46;1010;0;0;3854;3863;30
22.04.2026;06:41:55;0,6;2,2;3,4;-7;46;1010;0;0;3855;3864;30
22.04.2026;06:41:56;0,6;2,2;3,4;-7;46;1010;0;0;3854;3864;30
22.04.2026;06:41:57;0,6;2,2;3,4;-7;46;1010;0;0;3853;3864;30
22.04.2026;06:41:58;0,7;2,3;3,4;-7;46;1010;0;0;3853;3863;30
22.04.2026;06:41:59;0,7;2,3;3,4;-7;46;1010;0;0;3853;3862;30
22.04.2026;06:42:00;0,7;2,4;3,4;-7;46;1010;0;0;3857;3867;30
22.04.2026;06:42:02;0,7;2,4;3,4;-7;45;1010;0;0;3858;3866;30
22.04.2026;06:42:03;0,7;2,4;3,4;-7;46;1010;0;0;3858;3869;30
22.04.2026;06:42:04;0,7;2,4;3,4;-7;46;1010;0;0;3858;3866;30
22.04.2026;06:42:05;0,7;2,4;3,4;-7;46;1010;0;0;3859;3867;30
